ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,50362 5 50880 7 51398 9 51917 10 52436 10 52954 12 53473 13 53992 13 54511 14 55030 15 55549 15 56064 1 56068 16 56582 21 57102 21 57621 21 58141 20 58661 20 59181 19 59701 19 60222 17 60743 15 61263 14 61783 12 62303 11 62823 10 63343 8 63863 6 64383 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,116809 3 117326 8 117843 11 118361 14 118879 16 119397 17 119916 18 120434 19 120953 20 121472 20 121990 21 122509 22 123028 22 123547 22 124066 22 124585 22 125104 22 125623 21 126143 20 126662 20 127181 20 127701 18 128220 18 128741 15 129261 13 129783 9 130304 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,72179 2 72697 4 73216 4 73734 6 74253 6 74771 8 75291 8 75810 9 76329 10 76848 10 77367 10 77888 8 78409 7 78930 4 79451 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,102806 3 103320 2 103324 7 103838 14 104357 15 104875 16 105394 17 105913 17 106432 18 106952 18 107473 17 107994 15 108514 15 109033 15 109553 14 110073 13 110593 12 111113 10 111633 9 112153 8 112672 8 113192 8 113712 7 114232 7 114752 7 115272 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,6797 6 7315 9 7833 11 8351 13 8869 15 9388 16 9906 18 10425 18 10943 20 11462 20 11981 21 12500 21 13019 21 13537 22 14056 22 14575 22 15094 22 15613 22 16133 21 16652 20 17171 20 17690 19 18209 19 18728 18 19247 17 19766 17 20286 15 20805 14 21324 13 21844 11 22364 9 22884 7 23406 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,74791 1 75308 6 75825 10 76343 13 76861 15 77379 16 77898 17 78417 17 78934 20 79452 21 79971 21 80490 22 81010 21 81530 20 82049 20 82569 19 83088 19 83608 19 84127 19 84647 18 85167 17 85687 15 86207 14 86726 14 87246 13 87766 11 88286 10 88806 8 89326 6 89846 4 90365 4 90886 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28607 8 29123 15 29640 18 30158 20 30675 23 31193 24 31712 24 32230 25 32748 26 33266 26 33785 26 34304 25 34822 26 35341 25 35860 23 36379 22 36898 21 37417 19 37936 18 38455 17 38974 16 39494 14 40013 12 40534 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,94005 1 94523 3 95042 6 95561 8 96080 10 96599 11 97118 12 97637 13 98155 14 98674 15 99191 17 99709 19 100228 20 100747 20 101266 21 101785 22 102304 23 102823 24 103343 23 103862 24 104382 23 104902 23 105422 22 105942 22 106463 20 106983 20 107504 18 108029 12 108551 9 109073 5 109594 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,115275 3 115792 6 116311 7 116831 7 117350 8 117870 7 118389 8 118909 8 119428 9 119948 9 120468 10 120987 11 121507 10 122026 10 122546 9 123065 8 123585 7 124105 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46266 10 46783 16 47300 20 47818 22 48337 23 48855 24 49373 26 49892 26 50410 27 50929 27 51448 26 51967 26 52486 25 53006 22 53526 20 54046 17 54568 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,8379 4 8897 7 9415 8 9933 10 10452 11 10970 13 11488 14 12007 15 12526 15 13045 16 13564 16 14083 17 14602 17 15122 16 15641 17 16161 16 16681 15 17201 15 17720 15 18240 14 18760 13 19279 13 19799 13 20318 13 20838 12 21357 12 21877 11 22396 11 22916 9 23436 7 23957 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63928 8 64445 12 64963 14 65481 15 65999 17 66518 18 67036 19 67555 20 68073 21 68592 21 69110 22 69629 23 70148 23 70667 23 71186 23 71705 23 72224 23 72743 22 73263 21 73782 21 74302 20 74821 20 75340 20 75860 18 76379 17 76899 16 77418 15 77938 13 78458 12 78977 11 79497 9 80017 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,84 10 604 9 1123 9 1643 8 2163 6 2683 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,126235 2 126753 3 127272 5 127791 5 128310 7 128831 2 128834 3 129354 2 129873 4 130394 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,93546 9 94064 11 94582 13 95100 15 95619 16 96137 18 96656 18 97175 19 97694 20 98213 21 98732 21 99251 22 99771 22 100290 22 100809 22 101328 23 101848 22 102367 22 102887 20 103407 19 103927 18 104447 17 104968 14 105489 11 106011 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24002 4 24519 8 25037 10 25555 12 26074 13 26592 15 27111 15 27630 16 28149 16 28668 17 29187 18 29706 18 30225 18 30744 19 31264 18 31783 18 32302 19 32822 18 33341 19 33861 18 34381 17 34900 17 35420 16 35940 15 36460 14 36980 13 37501 10 38022 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,50480 7 50996 12 51514 14 52031 17 52549 18 53067 20 53585 21 54103 22 54622 22 55140 23 55658 23 56177 23 56695 23 57214 23 57733 22 58251 22 58770 22 59289 21 59808 20 60327 20 60846 19 61365 19 61884 18 62404 17 62923 16 63443 14 63962 14 64482 12 65002 10 65521 9 66042 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,126 25 645 26 1165 25 1684 25 2203 26 2723 25 3242 24 3762 23 4282 22 4802 21 5321 20 5841 18 6362 16 6882 14 7403 11 7924 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,126250 9 126767 13 127285 14 127804 15 128323 15 128841 17 129360 17 129879 17 130397 18 130918 16
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,112765 12 113282 20 113800 23 114318 26 114836 29 115354 31 115873 31 116391 33 116910 33 117429 33 117948 33 118467 33 118987 31 119506 31 120026 29 120546 26 121067 23 121591 15
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20909 7 21427 9 21945 12 22463 14 22981 16 23500 17 24018 19 24537 20 25056 21 25575 21 26094 21 26613 22 27132 22 27651 22 28170 23 28689 23 29209 22 29728 22 30247 23 30767 22 31287 21 31806 21 32326 19 32846 18 33366 17 33886 15 34406 13 34926 10 35447 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,90471 8 90986 16 91503 19 92020 23 92538 26 93056 27 93574 28 94093 29 94611 30 95130 30 95649 31 96168 31 96688 30 97208 29 97727 29 98247 28 98767 26 99286 26 99806 24 100326 22 100846 20 101367 17 101889 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,165 19 684 20 1203 20 1723 20 2242 20 2761 21 3281 20 3800 21 4320 20 4840 20 5359 20 5879 20 6399 19 6918 19 7438 18 7957 19 8477 18 8997 16 9516 16 10036 15 10556 13 11076 12 11596 10 12117 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,57790 11 58307 15 58825 17 59343 20 59861 21 60379 23 60898 23 61416 25 61935 25 62454 25 62972 26 63491 26 64010 25 64529 24 65049 22 65568 20 66087 18 66607 15 67127 10 67648 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,81665 8 82183 11 82701 13 83219 15 83737 16 84256 17 84774 18 85293 19 85812 19 86331 20 86850 20 87369 20 87889 19 88408 19 88928 18 89447 18 89967 17 90486 16 91005 16 91525 14 92045 12 92565 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89478 4 89995 8 90512 12 91030 15 91549 16 92067 18 92585 20 93104 21 93623 22 94142 23 94661 24 95180 24 95699 25 96218 26 96737 26 97257 25 97776 25 98296 25 98815 25 99335 24 99855 23 100375 22 100894 22 101414 21 101934 19 102454 18 102974 17 103494 15 104015 12 104536 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,35512 8 36030 10 36547 14 37065 16 37583 18 38102 18 38620 20 39139 20 39657 21 40176 22 40694 23 41213 23 41731 24 42250 24 42769 24 43287 24 43806 24 44325 23 44845 21 45364 20 45884 18 46403 16 46924 12 47447 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63536 7 64054 9 64572 12 65090 13 65609 14 66127 15 66646 16 67165 16 67683 18 68202 18 68721 18 69240 18 69759 19 70278 19 70797 19 71316 19 71835 19 72354 19 72873 19 73392 19 73911 19 74430 19 74949 19 75468 18 75987 18 76506 18 77025 18 77544 18 78063 17 78582 17 79101 16 79621 15 80140 15 80660 13 81179 12 81699 10 82219 8 82740 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,225 29 744 29 1263 30 1782 30 2301 30 2820 31 3339 31 3859 30 4378 30 4898 29 5417 29 5937 28 6456 27 6976 26 7495 26 8015 25 8534 24 9054 23 9573 22 10092 22 10611 21 11131 19 11650 18 12170 16 12690 14 13210 12 13730 10 14251 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114952 8 115470 10 115987 13 116505 14 117023 16 117541 17 118059 19 118577 20 119094 22 119612 23 120129 25 120647 25 121165 26 121683 27 122201 27 122720 27 123238 28 123757 28 124276 27 124795 26 125314 25 125833 23 126352 21 126872 20 127391 19 127911 17 128431 12 128446 1 128952 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28788 7 29306 11 29824 14 30343 16 30861 19 31380 20 31899 21 32419 20 32938 21 33457 22 33976 23 34495 23 35015 23 35534 23 36053 23 36572 23 37092 22 37611 22 38131 20 38650 20 39170 18 39690 16 40210 14 40731 10 41252 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,84846 11 85363 15 85881 18 86399 20 86918 22 87436 24 87955 25 88474 25 88993 26 89512 26 90032 25 90551 25 91071 24 91590 24 92110 23 92630 22 93150 20 93670 19 94190 17 94711 14 95232 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,124303 8 124821 14 125339 17 125856 21 126373 24 126892 25 127410 27 127928 29 128447 29 128966 29 129485 30 130005 28 130525 27 131046 24
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,53721 13 54237 19 54755 22 55273 24 55791 26 56309 29 56827 30 57346 31 57865 32 58383 34 58902 34 59421 35 59941 34 60460 34 60979 34 61499 33 62019 32 62539 30 63059 29 63579 27 64099 24 64620 21 65142 16 65665 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24686 10 25202 15 25720 18 26237 21 26755 23 27273 24 27791 26 28310 26 28828 27 29346 29 29865 29 30383 30 30902 30 31421 29 31940 29 32459 29 32978 28 33497 28 34016 27 34536 25 35055 25 35575 23 36095 21 36614 19 37134 17 37655 13 38178 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,79698 5 80215 11 80733 14 81251 17 81770 18 82288 21 82807 22 83326 23 83845 24 84364 25 84884 25 85403 26 85922 26 86442 25 86961 25 87481 24 88001 23 88521 21 89041 18 89562 14 90085 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113969 7 114486 11 115004 14 115522 16 116040 18 116559 19 117077 21 117595 23 118114 24 118633 25 119152 26 119671 27 120190 27 120709 28 121229 27 121748 27 122268 26 122788 25 123308 24 123829 22 124350 20 124873 15 125395 11 125917 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,129544 6 130062 9 130580 12 131099 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,851 5 1365 15 1882 18 2399 22 2917 25 3436 26 3954 28 4472 29 4991 29 5510 29 6029 29 6548 29 7068 28 7588 26 8108 23 8630 18
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,11748 9 12264 14 12781 18 13299 20 13817 23 14336 24 14854 26 15372 27 15891 28 16410 28 16929 28 17448 28 17967 28 18486 28 19005 28 19524 27 20043 27 20563 25 21083 24 21602 23 22122 21 22642 20 23163 16 23683 14 24204 10 24725 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,71443 5 71959 12 72476 16 72993 19 73511 21 74029 23 74547 24 75065 26 75583 27 76101 28 76619 30 77138 29 77656 30 78174 31 78693 31 79211 32 79730 31 80248 32 80767 31 81286 30 81805 29 82323 29 82842 28 83362 26 83881 24 84400 23 84920 20 85440 17 85960 14 86481 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,100507 9 101024 13 101542 15 102060 18 102578 20 103097 20 103616 21 104135 21 104653 22 105172 23 105691 23 106210 22 106729 22 107248 22 107766 23 108285 23 108804 23 109323 22 109842 22 110361 21 110880 21 111400 19 111919 18 112439 17 112959 15 113479 12 114000 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,41343 14 41861 19 42378 22 42896 25 43415 26 43933 28 44451 29 44970 29 45488 30 46007 30 46525 31 47044 31 47563 31 48082 30 48602 28 49121 27 49641 25 50161 23 50681 20 51203 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125445 5 125962 9 126480 11 126999 12 127517 13 128036 13 128555 13 129074 13 129593 13 130113 12 130632 12 131151 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,10761 9 11278 12 11795 15 12313 17 12831 18 13348 21 13866 22 14384 23 14903 23 15421 24 15939 25 16458 25 16976 25 17495 25 18014 25 18532 26 19051 25 19570 24 20089 24 20608 23 21127 22 21646 21 22166 19 22685 18 23205 15 23725 13 24245 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,98988 5 99505 8 100023 10 100541 12 101060 13 101578 15 102097 15 102615 17 103134 17 103652 18 104171 18 104690 18 105209 18 105728 18 106246 19 106765 19 107284 18 107803 18 108322 17 108841 17 109359 17 109878 17 110397 17 110916 16 111435 16 111953 17 112472 16 112991 15 113510 14 114030 12 114549 11 115069 8 115589 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,90182 5 90699 11 91217 14 91735 16 92253 18 92772 19 93290 21 93809 21 94328 22 94847 22 95367 21 95886 21 96405 21 96924 21 97444 20 97963 20 98482 20 99001 19 99521 18 100040 17 100560 16 101079 15 101599 13 102119 11 102640 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,397 23 916 24 1435 24 1954 24 2473 24 2992 24 3512 23 4031 23 4551 22 5070 21 5590 20 6111 17 6632 14 7153 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,47125 6 47640 12 48156 17 48673 20 49191 23 49709 25 50227 27 50745 29 51264 29 51782 31 52301 31 52820 31 53339 30 53859 29 54378 29 54898 27 55417 26 55937 24 56458 19 56981 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114597 5 115113 10 115631 12 116149 13 116667 14 117186 14 117704 15 118222 16 118741 16 119259 17 119777 18 120296 18 120814 18 121333 18 121851 19 122370 18 122888 19 123407 19 123926 18 124444 19 124963 19 125482 18 126001 18 126520 17 127039 17 127558 16 128077 15 128597 13 129116 12 129636 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20661 4 21177 10 21695 13 22212 16 22730 18 23249 18 23767 20 24285 21 24804 22 25322 23 25841 23 26359 24 26878 23 27396 24 27915 24 28434 24 28952 24 29471 24 29990 24 30509 23 31028 23 31547 22 32066 21 32585 20 33104 19 33623 18 34143 15 34663 12 35183 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,66869 8 66882 6 67386 24 67903 29 68421 31 68939 33 69458 33 69977 34 70496 34 71015 34 71534 34 72054 32 72573 32 73093 30 73613 27 74134 23 74656 18
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,109435 10 109952 14 110470 17 110988 19 111507 20 112025 22 112544 23 113063 24 113582 24 114101 25 114620 25 115140 25 115659 25 116179 24 116699 24 117218 24 117738 24 118258 23 118779 21 119299 20 119819 19 120340 17 120860 16 121380 15 121901 13 122422 10 122943 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,92856 8 93374 15 93892 16 94409 19 94907 8 94927 20 95424 16 95441 25 95943 43 96461 44 96980 44 97499 44 98019 43 98538 43 99058 41 99579 39 100100 36 100621 32 101144 27 101666 22 102189 15
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,449 22 968 22 1487 22 2006 23 2525 23 3044 22 3563 22 4083 21 4602 20 5122 19 5641 18 6161 17 6681 14 7201 12 7722 8 8244 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,129156 3 129673 6 130192 6 130202 3 130710 15 131228 18
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,26937 12 27454 16 27971 19 28489 21 29008 21 29526 23 30044 24 30563 24 31081 25 31600 24 32118 25 32637 25 33155 26 33674 26 34193 26 34711 26 35230 26 35749 25 36268 25 36787 24 37306 23 37825 20 38345 17 38865 15 39385 12 39906 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80914 10 81431 15 81949 18 82467 21 82986 22 83504 25 84023 26 84542 27 85061 29 85580 31 86100 31 86619 33 87138 34 87658 34 88177 35 88697 35 89217 35 89738 33 90258 32 90779 30 91300 28 91820 27 92338 27 92864 18 93389 1 93395 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28005 1 28520 8 29037 11 29554 14 30072 16 30587 1 30589 19 31106 21 31624 22 32143 23 32662 23 33181 23 33700 23 34219 23 34737 24 35256 24 35774 25 36293 25 36811 26 37329 27 37848 26 38367 26 38886 25 39406 24 39925 23 40445 20 40965 17 41486 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,52914 5 53432 7 53951 7 54470 8 54988 9 55507 10 56026 10 56546 9 57065 10 57584 10 58103 10 58622 10 59142 9 59661 9 60180 10 60700 9 61219 9 61739 8 62258 8 62777 8 63297 6 63817 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,45153 1 45671 2 46189 3 46707 4 47225 5 47743 6 48262 6 48780 7 49299 7 49818 7 50337 7 50856 7 51375 7 51894 7 52414 6 52934 5 53457 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1793 2 2049 3 2305 4 2561 4 2817 5 3073 6 3329 7 3585 7 3841 8 4097 8 4353 8 4609 8 4865 8 5121 8 5377 8 5633 7 5889 5 6145 5 6401 4 6657 4 6914 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,12545 3 12801 4 13057 6 13313 7 13569 8 13825 9 14081 9 14337 10 14593 10 14849 10 15105 10 15361 10 15617 10 15873 10 16129 10 16385 10 16641 10 16897 10 17153 10 17409 10 17665 10 17921 9 18177 9 18433 9 18689 9 18945 9 19201 8 19457 5 19713 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,33538 1 33793 3 34049 4 34305 4 34561 5 34817 6 35073 6 35329 7 35585 7 35841 7 36097 7 36353 7 36609 7 36865 7 37121 7 37377 6 37633 6 37889 5 38145 5 38401 4 38658 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52737 2 52993 2 53249 3 53505 3 53761 4 54017 4 54273 4 54529 5 54785 5 55041 5 55297 5 55553 5 55809 5 56065 5 56321 5 56577 5 56833 4 57089 4 57345 4 57601 3 57857 2 58113 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,58882 1 59137 3 59393 3 59649 4 59905 4 60161 3 60417 3 60673 3 60929 3 61185 4 61441 4 61697 5 61953 5 62209 5 62465 5 62721 5 62977 5 63233 5 63489 5 63745 4 64001 4 64257 4 64513 4 64769 3 65025 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,42753 4 43009 8 43265 9 43521 10 43777 10 44033 11 44289 12 44545 12 44801 12 45057 12 45313 12 45569 12 45827 8
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,49921 6 50177 10 50433 11 50689 11 50945 12 51201 11 51458 3 51465 7 51722 8 51977 10 52233 10 52488 11 52744 11 53000 12 53256 12 53512 12 53768 12 54024 11 54280 11 54537 10 54793 9 55049 9 55307 6 55565 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2579 3 2833 7 3087 10 3342 12 3596 15 3851 17 4105 20 4361 20 4617 20 4873 20 5129 20 5385 20 5640 21 5896 22 6152 22 6409 21 6665 21 6922 20 7179 19 7436 18 7692 16 7949 14 8207 11 8466 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,38421 7 38674 11 38929 13 39184 16 39439 20 39694 21 39949 23 40205 24 40460 25 40716 26 40972 26 41228 26 41484 26 41740 27 41996 28 42253 26 42509 26 42765 26 43022 25 43278 25 43535 23 43792 22 44049 20 44306 18 44563 15 44820 12 45077 10 45335 7 45593 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51745 6 51999 10 52254 13 52509 14 52764 16 53019 17 53274 19 53530 19 53785 20 54041 20 54297 21 54553 22 54808 24 55064 25 55320 26 55576 28 55833 27 56089 28 56345 28 56602 27 56859 26 57119 22 57378 19 57635 18 57891 18 58148 18
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9511 3 9765 7 10019 11 10274 14 10529 16 10784 18 11040 19 11295 20 11550 21 11805 23 12061 23 12316 24 12571 26 12827 26 13083 26 13339 26 13595 26 13850 26 14105 27 14361 27 14617 26 14873 26 15129 26 15385 26 15643 23 15903 18 16160 16 16417 13 16674 11 16931 8 17190 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1830 4 2080 12 2335 15 2591 16 2847 17 3103 18 3359 19 3615 20 3871 20 4125 23 4381 23 4637 24 4893 25 5149 25 5405 25 5661 25 5918 23 6174 22 6430 21 6686 21 6942 20 7198 18 7454 17 7712 12
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28708 6 28962 9 29217 10 29473 11 29728 12 29984 13 30239 14 30495 15 30751 15 31008 14 31264 15 31520 15 31776 15 32032 15 32289 13 32545 13 32803 10 33060 8
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,58404 19 58660 20 58915 21 59170 23 59426 23 59681 25 59937 25 60194 24 60450 25 60706 25 60962 24 61218 24 61475 22 61731 22 61987 21 62243 21 62500 19 62757 17 63021 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,63013 8 63268 17 63523 18 63778 19 64034 19 64289 21 64545 22 64576 5 64801 23 64828 11 65057 39 65313 39
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36392 6 36647 9 36902 12 37157 14 37412 16 37668 17 37923 17 38179 16 38435 16 38691 16 38946 16 39202 16 39459 15 39715 15 39972 13 40229 12 40485 11 40742 9 40998 8 41254 7 41510 5 41767 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46387 8 46641 11 46895 14 47150 16 47405 18 47659 20 47915 20 48171 20 48426 21 48682 21 48938 21 49195 19 49451 19 49707 19 49963 19 50220 18 50476 18 50732 18 50989 17 51246 15 51502 15 51759 14 52016 13 52273 12 52531 9 52790 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20528 7 20782 10 21037 12 21293 12 21549 12 21805 13 22060 14 22317 13 22573 12 22829 12 23086 11 23343 9 23600 7 23857 4
