ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,11799 6 12316 10 12833 13 13351 14 13869 16 14387 17 14905 18 15423 19 15942 18 16460 19 16979 19 17497 19 18016 19 18535 19 19053 20 19572 19 20091 19 20610 18 21129 17 21648 16 22167 16 22687 14 23207 11 23727 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,100026 4 100544 6 101062 8 101580 10 102098 11 102617 11 103136 11 103654 13 104173 13 104692 13 105211 12 105730 12 106249 12 106768 12 107287 11 107805 12 108324 12 108843 11 109362 11 109881 11 110399 12 110917 13 111436 12 111955 12 112474 12 112993 11 113512 10 114031 9 114551 7 115072 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,90701 5 91218 10 91736 13 92254 15 92772 17 93291 17 93810 18 94329 18 94848 18 95367 18 95886 18 96406 17 96925 17 97444 17 97964 16 98483 16 99003 15 99523 14 100042 14 100562 12 101082 10 101602 8 102122 6 102643 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,1439 15 1957 17 2476 17 2995 18 3514 18 4033 18 4553 17 5073 16 5593 14 6113 13 6634 10 7156 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,47643 4 48157 13 48674 17 49191 20 49709 22 50227 24 50746 25 51264 26 51783 27 52302 27 52821 27 53341 25 53860 25 54379 25 54899 23 55419 21 55939 18 56461 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,115116 2 115633 6 116150 9 116668 11 117186 12 117704 13 118223 12 118742 12 119260 13 119779 12 120297 13 120816 13 121335 12 121853 13 122372 13 122890 13 123409 13 123927 14 124446 13 124965 13 125483 13 126002 13 126521 13 127040 12 127559 11 128078 11 128598 9 129117 8 129637 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,21180 4 21696 10 22213 13 22730 17 23249 17 23767 18 24286 19 24804 20 25323 20 25842 19 26360 20 26879 20 27398 20 27916 21 28435 21 28954 21 29472 22 29991 22 30509 22 31028 22 31547 21 32066 21 32585 20 33104 19 33624 17 34144 14 34664 11 35185 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,67906 20 68423 24 68941 27 69460 28 69979 28 70497 29 71016 29 71536 28 72055 28 72575 27 73095 25 73615 22 74136 19 74658 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,128111 12 128628 19 129146 25 129664 27 130185 25
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,109954 7 110471 12 110989 15 111507 18 112025 20 112544 21 113063 21 113582 22 114101 22 114620 23 115140 22 115659 22 116179 22 116699 21 117219 20 117739 20 118259 19 118779 18 119299 17 119820 15 120340 14 120861 13 121381 11 121902 9 122423 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,93381 1 93896 8 94412 12 94910 4 94929 15 95427 37 95945 39 96463 40 96982 40 97501 40 98020 40 98540 39 99059 38 99579 37 100100 34 100620 32 101142 27 101666 20 102192 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,1490 12 2007 16 2525 18 3044 19 3563 19 4083 18 4602 18 5122 17 5641 16 6161 14 6681 12 7202 9 7724 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,26418 10 26934 16 27451 20 27969 25 27997 9 28487 41 29005 43 29524 45 30042 46 30561 46 31079 48 31598 48 32116 49 32635 49 33154 50 33672 51 34191 51 34710 51 35229 51 35748 51 36267 51 36786 51 37305 51 37825 49 38344 49 38864 47 39384 46 39905 10 39924 24 40428 3 40444 22 40964 19 41485 15 42007 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,81953 10 82470 14 82988 16 83507 18 84025 20 84544 22 85063 23 85582 25 86101 27 86620 28 87139 30 87659 30 88178 31 88698 31 89218 31 89738 30 90259 29 90781 26 91305 21 91826 18 92352 11 92872 9 93393 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,53433 3 53951 5 54470 5 54989 6 55508 6 56026 8 56545 8 57064 8 57584 7 58104 6 58623 6 59142 6 59661 8 60180 8 60699 8 61220 6 61739 6 62259 5 62778 5 63299 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,3587 2 3843 2 4099 2 4355 2 4610 3 4866 4 5122 3 5378 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,13828 3 14084 3 14340 4 14595 5 14851 6 15107 6 15363 6 15620 5 15876 5 16131 6 16387 6 16644 5 16900 5 17156 5 17412 4 17668 3 17924 3 18180 4 18436 3 18692 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,35076 1 35332 2 35588 2 35844 2 36100 3 36356 3 36611 3 36868 2 37124 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43780 3 44035 6 44291 6 44548 6 44804 6 45061 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,55300 1 55556 1 55812 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52237 2 52491 5 52747 6 53002 7 53258 7 53514 6 53770 6 54027 5 54284 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,3346 5 3600 8 3855 10 4110 11 4365 13 4620 14 4875 15 5131 15 5387 15 5643 16 5899 16 6155 16 6412 14 6668 13 6925 12 7182 11 7439 9 7700 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,38936 2 39190 6 39445 9 39700 10 39954 13 40209 15 40465 16 40720 17 40976 18 41232 19 41488 19 41744 20 42000 21 42256 21 42512 21 42769 20 43025 20 43282 18 43539 15 43796 12 44053 11 44310 8 44568 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52259 3 52512 8 52767 10 53022 11 53277 13 53532 14 53788 14 54044 14 54299 15 54555 13 54811 11 55067 9 55323 7 55580 4 55837 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,10277 7 10531 12 10786 14 11042 15 11297 16 11553 17 11808 18 12063 19 12318 21 12573 22 12829 22 13086 21 13342 21 13598 21 13854 21 14109 21 14364 22 14620 22 14877 21 15136 17 15393 15 15649 14 15905 13 16162 10 16419 8 16678 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2343 4 2594 10 2849 12 3105 13 3361 14 3618 14 3874 15 4131 14 4387 15 4643 15 4899 15 5154 16 5410 16 5665 16 5920 17 6176 15 6432 14 6688 13 6947 2 6951 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28965 4 29219 7 29474 8 29730 9 29986 9 30241 10 30497 11 30754 10 31010 10 31266 11 31522 11 31778 10 32035 8 32293 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,59186 3 59428 7 59437 9 59683 20 59939 20 60195 20 60451 20 60708 19 60964 18 61220 18 61476 18 61732 17 61989 14 62246 11 62504 8 62763 5 63019 5 63276 4 63531 6 63784 9 64037 1 64039 10 64292 13 64547 14 64809 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,55338 3 55591 7 55845 10 56100 12 56356 13 56612 13 56868 14 57125 13 57382 11 57639 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36906 4 37160 7 37416 8 37671 9 37926 10 38182 10 38437 11 38693 11 38949 11 39205 10 39461 9 39718 8 39974 6 40231 4 40487 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46900 7 47153 11 47407 13 47661 16 47917 17 48172 17 48428 17 48684 16 48940 16 49196 16 49453 15 49709 15 49966 14 50223 13 50479 13 50736 12 50993 11 51249 10 51507 8 51764 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20529 6 20784 7 21039 9 21294 10 21550 10 21806 10 22061 11 22317 11 22574 10 22830 9 23087 8 23345 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,38210 1 38463 6 38718 8 38973 10 39228 11 39483 12 39738 14 39994 14 40249 15 40505 15 40761 15 41018 14 41274 13 41527 16 41783 16 42038 16 42294 15 42551 13 42807 11 43065 7 43323 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26180 5 26435 7 26690 9 26945 11 27201 12 27457 12 27713 12 27969 12 28225 12 28481 12 28738 11 28994 10 29251 7 29509 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,27255 6 27510 10 27764 14 28019 16 28275 18 28530 19 28786 19 29042 19 29298 19 29554 18 29810 18 30066 17 30323 15 30579 15 30836 12 31094 9 31351 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,5497 2 5752 6 6007 9 6262 11 6518 12 6774 13 7030 13 7286 13 7542 13 7798 13 8054 13 8310 13 8567 11 8823 11 9080 9 9338 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20363 8 20616 13 20871 15 21127 16 21382 17 21637 19 21893 19 22149 19 22405 19 22660 20 22916 20 23172 19 23429 17 23686 15 23943 13 24200 10 24459 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,3216 5 3471 6 3727 7 3983 8 4239 9 4495 10 4751 11 5007 12 5264 12 5520 13 5777 13 6034 13 6292 12 6549 12 6807 10 7065 8 7323 6 7580 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,12179 3 12433 7 12688 10 12944 15 13199 16 13455 16 13711 17 13967 17 14223 16 14479 16 14735 16 14991 16 15248 15 15506 13 15767 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,672 3 926 7 1184 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,10148 6 10400 12 10655 14 10910 16 11166 17 11422 17 11678 17 11934 18 12191 17 12448 16 12705 14 12963 12 13221 8 13479 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,29868 3 30122 7 30377 10 30632 12 30887 14 31143 15 31398 16 31654 17 31910 17 32166 18 32422 18 32677 19 32934 18 33190 19 33446 19 33702 18 33958 18 34215 16 34472 14 34729 12 34987 8 35246 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,21933 6 22188 9 22444 13 22699 16 22954 18 23210 19 23466 20 23722 20 23978 21 24234 21 24490 21 24746 21 25003 20 25259 20 25516 18 25772 18 26029 15 26287 10
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,15798 2 16051 8 16305 11 16560 13 16814 15 17069 17 17325 18 17580 19 17836 19 18092 19 18348 19 18604 19 18861 18 19118 16 19375 14 19632 12 19891 8
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,5560 4 5815 6 6070 9 6325 14 6581 16 6598 3 6837 20 7093 21 7350 19 7607 18 7863 16 8120 15 8376 14 8633 9 8890 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,708 11 962 14 1218 14 1475 13 1731 11 1989 8 2249 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,13779 3 14033 8 14287 19 14542 22 14798 23 15054 24 15309 26 15565 28 15821 28 16077 29 16333 29 16589 30 16846 29 17102 30 17359 29 17615 29 17872 28 18129 27 18386 26 18643 25 18902 21 19162 16 19420 12 19678 8 19936 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25558 1 25811 7 26065 10 26319 14 26574 16 26830 18 27085 20 27341 20 27597 21 27854 20 28110 20 28366 19 28623 18 28879 18 29136 17 29392 16 29649 15 29905 14 30163 10 30423 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,40149 8 40403 12 40657 15 40913 15 41168 17 41424 17 41680 18 41936 18 42192 18 42448 18 42703 19 42959 19 43215 20 43471 20 43727 21 43984 20 44241 19 44498 18 44754 17 45011 15 45268 13 45526 9 45784 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,8409 6 8663 11 8918 14 9173 16 9429 17 9684 18 9940 18 10196 18 10452 18 10708 18 10964 18 11220 18 11477 17 11733 16 11990 14 12247 8
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2529 7 2783 10 3038 12 3294 13 3549 14 3804 16 4060 16 4316 16 4572 16 4828 16 5085 15 5342 13 5600 10 5858 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,61922 3 62176 7 62431 10 62686 13 62941 15 63197 16 63453 17 63709 17 63967 16 64223 16 64479 16 64736 15 64994 10
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,31976 11 32230 14 32484 17 32738 19 32993 19 33248 20 33504 20 33759 21 34015 21 34271 21 34528 19 34784 19 35041 17 35297 17 35554 16 35810 14 36068 10 36326 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,47848 7 48102 11 48356 14 48611 16 48867 17 49122 19 49378 20 49634 20 49890 21 50146 21 50401 22 50657 22 50913 22 51170 21 51426 21 51682 21 51939 19 52196 16 52453 13 52710 11 52968 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20464 6 20717 10 20971 13 21225 16 21481 16 21736 17 21992 18 22247 19 22503 19 22759 19 23015 19 23271 19 23527 19 23783 18 24040 17 24296 16 24553 14 24810 12 25067 9 25325 6 25583 1
